word,count,auto_pronunciation,manual_pronunciation,status,notes
brahmatattvaḿ,4,brahmatattvam,,auto,
brahmátmánusandadhyát,4,brahmaatmaanusandadhyaat,,auto,
Brahmavaedamamrtaḿ,4,Brahmavaedamamrtam,,auto,
brahmavedaḿ,4,brahmavedam,,auto,
brahḿavidám,4,brahmavidaam,,auto,
brahmavidáḿstathá,4,brahmavidaamstathaa,,auto,
Brahmáviśńushivarúpińo,4,Brahmaavishńushivaroopińo,,auto,
bráhmii,4,braahmii,,auto,
Bráhmiidehe,4,Braahmiidehe,,auto,
brahmopaniśat,4,brahmopanishat,,auto,
Brajabhaśa,4,Brajabhasha,,auto,
Brajámah,4,Brajaamah,,auto,
Brátyastvaḿ,4,Braatyastvam,,auto,
brhantaḿ,4,brhantam,,auto,
Brkśa,4,Brkshaa,,auto,
brkśakalákrtibhi,4,brkshaakalaakrtibhi,,auto,
brḿhań,4,brmhań,,auto,
Brḿhań,4,Brmhań,,auto,
Brḿhanattvád,4,Brmhanattvaad,,auto,
brḿhańattvád,4,brmhańattvaad,,auto,
Buddhiḿ,4,Buddhim,,auto,
buddhirbuddheratmá,4,buddhirbuddheratmaa,,auto,
buddhitámitah,4,buddhitaamitah,,auto,
bujhdár,4,bujhdaar,,auto,
Buŕa,4,Buŕa,,auto,
byákul,4,byaakul,,auto,
byathá,4,byathaa,,auto,
cábhede,4,chaabhede,,auto,
cábhedo,4,chaabhedo,,auto,
cábi,4,chaabi,,auto,
cádhigacchati,4,chaadhigacchati,,auto,
caetanyadiiptá,4,chaetanyadiiptaa,,auto,
caetanyaḿ,4,chaetanyam,,auto,
caevátmaguńaeshca-súkśmaeh,4,chaevaatmaguńaeshcha-sookshamaeh,,auto,
caeváyaḿ,4,chaevaayam,,auto,
cáhibáre,4,chaahibaare,,auto,
Cáhite,4,Chaahite,,auto,
caiṋcal,4,chaiṋchal,,auto,
cáine,4,chaaine,,auto,
Cákái,4,Chaakaai,,auto,
Cakrásana,4,Chakraasana,,auto,
Cakráyúdha,4,Chakraayoodha,,auto,
cakśuḿśi,4,chakshaumshi,,auto,
cakśúḿsi,4,chakshaoomsi,,auto,
cakśurgacchati,4,chakshaurgacchati,,auto,
cakśurńa,4,chakshaurńa,,auto,
Cakśurunmiilitaḿ,4,Chakshaurunmiilitam,,auto,
cakśusá,4,chakshausaa,,auto,
cakśuśa,4,chakshausha,,auto,
cákśuśaerbáhya,4,chaakshaushaerbaahya,,auto,
Cakśuśashcakśuratimucya,4,Chakshaushashchakshauratimucya,,auto,
caksuśi,4,chaksushi,,auto,
calamánatá,4,chalamaanataa,,auto,
calaná,4,chalanaa,,auto,
cáláy,4,chaalaay,,auto,
caliyá,4,chaliyaa,,auto,
Campánagar,4,Champaanagar,,auto,
Campárań,4,Champaarań,,auto,
canakákararúpińii,4,chanakaakararoopińii,,auto,
Cándá,4,Chaandaa,,auto,
cańd́al,4,chańdal,,auto,
Cańd́al,4,Chańdal,,auto,
cańd́álas,4,chańdaalas,,auto,
Cańd́álii,4,Chańdaalii,,auto,
Candálopi,4,Chandaalopi,,auto,
cańd́áls,4,chańdaals,,auto,
Cańd́iká,4,Chańdikaa,,auto,
Candrabhágá,4,Chandrabhaagaa,,auto,
candrabhánu,4,chandrabhaanu,,auto,
Candramá,4,Chandramaa,,auto,
candramáh,4,chandramaah,,auto,
cántariikśamotaḿ,4,chaantariikshaamotam,,auto,
caoká,4,chaokaa,,auto,
caośat́t́i,4,chaoshatti,,auto,
caŕbe,4,chaŕbe,,auto,
carcá,4,charchaa,,auto,
cáridike,4,chaaridike,,auto,
carká,4,charkaa,,auto,
carmavadákáshaḿ,4,charmavadaakaasham,,auto,
cárya,4,chaarya,,auto,
Caryácaryavinishcaya,4,Charyaacharyavinishchaya,,auto,
cashamkhoŕ,4,chashamkhoŕ,,auto,
Casyávayavabhútaestu,4,Chasyaavayavabhootaestu,,auto,
cátḿánam,4,chaatmaanam,,auto,
cátmani,4,chaatmani,,auto,
cátmavivrddijama,4,chaatmavivrddijama,,auto,
Cat́t́agrám,4,Chattagraam,,auto,
Cat́t́al,4,Chattal,,auto,
cattváravedán,4,chattvaaravedaan,,auto,
caturánana,4,chaturaanana,,auto,
Caturásráḿ,4,Chaturaasraam,,auto,
caturthashcaturátmá,4,chaturthashchaturaatmaa,,auto,
cáturvarńa,4,chaaturvarńa,,auto,
catuspádah,4,chatuspaadah,,auto,
catuspáthiis,4,chatuspaathiis,,auto,
catuspát́hiis,4,chatuspaathiis,,auto,
Cátuti,4,Chaatuti,,auto,
catvárovedán,4,chatvaarovedaan,,auto,
Cáulo,4,Chaaulo,,auto,
cával,4,chaaval,,auto,
cávidyá,4,chaavidyaa,,auto,
cedihá,4,chedihaa,,auto,
cetanashcetanánámeko,4,chetanashchetanaanaameko,,auto,
cetanshcetanánáḿ,4,chetanshchetanaanaam,,auto,
Cetomukhashcaturátmá,4,Chetomukhashchaturaatmaa,,auto,
chágale,4,chaagale,,auto,
chalamá,4,chalamaa,,auto,
Cháná,4,Chaanaa,,auto,
chánd,4,chaand,,auto,
chánpá,4,chaanpaa,,auto,
Cháráte,4,Chaaraate,,auto,
charáye,4,charaaye,,auto,
cháráye,4,chaaraaye,,auto,
chaŕiye,4,chaŕiye,,auto,
chatmánam,4,chatmaanam,,auto,
cháyátapayoriva,4,chaayaatapayoriva,,auto,
cháyáy,4,chaayaay,,auto,
cheṋŕe,4,cheṋŕe,,auto,
Chetvá,4,Chetvaa,,auto,
chikaná,4,chikanaa,,auto,
chiná,4,chinaa,,auto,
Chiṋŕe,4,Chiṋŕe,,auto,
Chot́a,4,Chota,,auto,
Chut́e,4,Chute,,auto,
chúte,4,choote,,auto,
Ciaráa,4,Chiaraaa,,auto,
cikicchá,4,chikicchaa,,auto,
Cintámańi,4,Chintaamańi,,auto,
cintyáh,4,chintyaah,,auto,
cintyamánah,4,chintyamaanah,,auto,
citrá,4,chitraa,,auto,
citránkana,4,chitraankana,,auto,
cittabhúmi,4,chittabhoomi,,auto,
cittánáḿ,4,chittaanaam,,auto,
cittáńavika,4,chittaańavika,,auto,
cittáńus,4,chittaańus,,auto,
cittasyaekágiratáparińáma,4,chittasyaekaagirataaparińaama,,auto,
copá,4,chopaa,,auto,
cotuśppájjágaritasthánah,4,chotushppaajjaagaritasthaanah,,auto,
counter-pratisaiṋcara,4,chounter-pratisaiṋchara,,auto,
culhá,4,chulhaa,,auto,
cumá,4,chumaa,,auto,
cuncŕo,4,chuncŕo,,auto,
cúŕá,4,chooŕaa,,auto,
cyáḿ,4,cyaam,,auto,
cyán,4,cyaan,,auto,
dabramevápi,4,dabramevaapi,,auto,
dadhádbrahmápyayam,4,dadhaadbrahmaapyayam,,auto,
daevataḿ,4,daevatam,,auto,
dág,4,daag,,auto,
dagdhendhanamivánalam,4,dagdhendhanamivaanalam,,auto,
dáhin,4,daahin,,auto,
D́áká,4,Daakaa,,auto,
D́ákinii,4,Daakinii,,auto,
d́ákiniis,4,daakiniis,,auto,
d́akiniisamanvitá,4,dakiniisamanvitaa,,auto,
Dákśáyańii,4,Daakshaaayańii,,auto,
dakśińácára,4,dakshaińaachaara,,auto,
dakśińam,4,dakshaińam,,auto,
Dakśińaráya,4,Dakshaińaraaya,,auto,
dakśińatashcottareńa,4,dakshaińatashchottareńa,,auto,
Dakśini,4,Dakshaini,,auto,
Dakśińii,4,Dakshaińii,,auto,
Damdamá,4,Damdamaa,,auto,
dańd́a,4,dańda,,auto,
dańd́avat,4,dańdavat,,auto,
Dandramyamánáh,4,Dandramyamaanaah,,auto,
Dángáy,4,Daangaay,,auto,
Dápana,4,Daapana,,auto,
dápat,4,daapat,,auto,
Darpańa,4,Darpańa,,auto,
darpańábhávo,4,darpańaabhaavo,,auto,
darshayatisiddhatvá,4,darshayatisiddhatvaa,,auto,
darshayitvá,4,darshayitvaa,,auto,
Darshitaviśaya,4,Darshitavishaya,,auto,
darshitaviśayitva,4,darshitavishayitva,,auto,
dárvádi,4,daarvaadi,,auto,
dasháungulaḿ,4,dashaaungulam,,auto,
dastáná,4,dastaanaa,,auto,
dásyas,4,daasyas,,auto,
Dátmá,4,Daatmaa,,auto,
dehaparińámaváda,4,dehaparińaamavaada,,auto,
Deharakśá,4,Deharakshaaa,,auto,
dehátmaváda,4,dehaatmavaada,,auto,
dekhá,4,dekhaa,,auto,
Dekhá,4,Dekhaa,,auto,
DemiMágadhii,4,DemiMaagadhii,,auto,
desái,4,desaai,,auto,
deshalái,4,deshalaai,,auto,
deshlái,4,deshlaai,,auto,
devadásiis,4,devadaasiis,,auto,
devamijiṋáya,4,devamijnyaaaya,,auto,
devaḿmátvádhiiro,4,devammaatvaadhiiro,,auto,
devanáḿ,4,devanaam,,auto,
Devánámasi,4,Devaanaamasi,,auto,
devatáh,4,devataah,,auto,
Devatánáḿ,4,Devataanaam,,auto,
devatár,4,devataar,,auto,
devatáscha,4,devataascha,,auto,
devátmabuddhiprakáshaḿ,4,devaatmabuddhiprakaasham,,auto,
devátmashaktiḿ,4,devaatmashaktim,,auto,
deváya,4,devaaya,,auto,
devayána,4,devayaana,,auto,
Deviibhágavat,4,Deviibhaagavat,,auto,
deviimayaḿ,4,deviimayam,,auto,
deyaḿ,4,deyam,,auto,
dhác,4,dhaac,,auto,
d́hakká,4,dhakkaa,,auto,
dhalá,4,dhalaa,,auto,
dhámasu,4,dhaamasu,,auto,
dhanápaháh,4,dhanaapahaah,,auto,
dhanátmaka,4,dhanaatmaka,,auto,
Dhanátmaka,4,Dhanaatmaka,,auto,
dháner,4,dhaaner,,auto,
dhaolá,4,dhaolaa,,auto,
dharańiiḿ,4,dharańiim,,auto,
Dharátale,4,Dharaatale,,auto,
dharáy,4,dharaay,,auto,
dháráy,4,dhaaraay,,auto,
dháraya,4,dhaaraya,,auto,
dháráyám,4,dhaaraayaam,,auto,
Dharmábaham,4,Dharmaabaham,,auto,
dharmalakśańam,4,dharmalakshaańam,,auto,
Dharmárthakámamokśarthaḿ,4,Dharmaarthakaamamokshaartham,,auto,
Dharmárthakámamokśáthaḿ,4,Dharmaarthakaamamokshaaatham,,auto,
dharmashálas,4,dharmashaalas,,auto,
dharmashástra,4,dharmashaastra,,auto,
Dharmeńa,4,Dharmeńa,,auto,
dhármic,4,dhaarmic,,auto,
Dhátuh,4,Dhaatuh,,auto,
dhávita,4,dhaavita,,auto,
d́henki,4,dhenki,,auto,
dhiiráńaḿ,4,dhiiraańam,,auto,
dhiirástesáḿ,4,dhiiraastesaam,,auto,
dhiirásteśáḿ,4,dhiiraasteshaam,,auto,
dhiiráśtesyám,4,dhiiraashtesyaam,,auto,
Dhiirvidyá,4,Dhiirvidyaa,,auto,
dhonyá,4,dhonyaa,,auto,
dhrtaráśtra,4,dhrtaraashtra,,auto,
dhrtyádhiironaciketo'tysráksii,4,dhrtyaadhiironachiketo'tysraaksii,,auto,
dhruvá,4,dhruvaa,,auto,
dhruvamadhruveśviha,4,dhruvamadhruveshviha,,auto,
dhúper,4,dhooper,,auto,
Dhurjat́ii,4,Dhurjatii,,auto,
Dhyánanirmathanábhyásád,4,Dhyaananirmathanaabhyaasaad,,auto,
Dhyánásanas,4,Dhyaanaasanas,,auto,
dhyánayogánugatá,4,dhyaanayogaanugataa,,auto,
dhyánper,4,dhyaanper,,auto,
dhyánya,4,dhyaanya,,auto,
dhyáyamánah,4,dhyaayamaanah,,auto,
dhyáyatha,4,dhyaayatha,,auto,
d́ihá,4,dihaa,,auto,
Diipajiṋána,4,Diipajnyaaana,,auto,
diirghashvása,4,diirghashvaasa,,auto,
dilá,4,dilaa,,auto,
dildár,4,dildaar,,auto,
d́iḿlá,4,dimlaa,,auto,
dishehárá,4,dishehaaraa,,auto,
divá,4,divaa,,auto,
divyácárá,4,divyaachaaraa,,auto,
doánsh,4,doaansh,,auto,
dośaeh,4,doshaeh,,auto,
dośah,4,doshah,,auto,
dosaḿ,4,dosam,,auto,
dośatrayaḿ,4,doshatrayam,,auto,
drákśá,4,draakshaaa,,auto,
drávid́,4,draavid,,auto,
draviińaḿ,4,draviińam,,auto,
drst́ah,4,drstah,,auto,
drśt́ah,4,drshtah,,auto,
drśtaye,4,drshtaye,,auto,
drśte,4,drshte,,auto,
drśt́ibhrama,4,drshtibhrama,,auto,
drśtya,4,drshtya,,auto,
drumáyate,4,drumaayate,,auto,
duhkhamevápiyati,4,duhkhamevaapiyati,,auto,
duhkhasyánto,4,duhkhasyaanto,,auto,
duit́i,4,duiti,,auto,
dulál,4,dulaal,,auto,
Dumká,4,Dumkaa,,auto,
d́uḿri,4,dumri,,auto,
dúra,4,doora,,auto,
dúradrśt́i,4,dooradrshti,,auto,
Duragábhaktitaraunginii,4,Duragaabhaktitaraunginii,,auto,
Dúramete,4,Dooramete,,auto,
durbaláste,4,durbalaaste,,auto,
durgá,4,durgaa,,auto,
Durgásaptashatii,4,Durgaasaptashatii,,auto,
durjanasaḿsargam,4,durjanasamsargam,,auto,
Dúrma,4,Doorma,,auto,
Durvá,4,Durvaa,,auto,
duśt́áshváiva,4,dushtaashvaaiva,,auto,
duśt́er,4,dushter,,auto,
dvábhyám,4,dvaabhyaam,,auto,
Dvaepáyana,4,Dvaepaayana,,auto,
Dvaetádvaetaváda,4,Dvaetaadvaetavaada,,auto,
Dvaetaváda,4,Dvaetavaada,,auto,
dvaetavádii,4,dvaetavaadii,,auto,
dvárá,4,dvaaraa,,auto,
Dveśa,4,Dvesha,,auto,
dvidhábhinnáyadommukhii,4,dvidhaabhinnaayadommukhii,,auto,
dviśo,4,dvisho,,auto,
Dyotamaná,4,Dyotamanaa,,auto,
ekadá,4,ekadaa,,auto,
ekágrabhúmi,4,ekaagrabhoomi,,auto,
ekágratá,4,ekaagrataa,,auto,
ekákii,4,ekaakii,,auto,
ekaḿ,4,ekam,,auto,
Ekastáthá,4,Ekastaathaa,,auto,
Ekastathásarvabhútántarátmá,4,Ekastathaasarvabhootaantaraatmaa,,auto,
Ekastháh,4,Ekasthaah,,auto,
ekatánatá,4,ekataanataa,,auto,
Ekbár,4,Ekbaar,,auto,
ekiibhútah,4,ekiibhootah,,auto,
Ekonaviḿshatimukhah,4,Ekonavimshatimukhah,,auto,
eláca,4,elaacha,,auto,
eláchi,4,elaachi,,auto,
Eḿ,4,Em,,auto,
enamevaḿ,4,enamevam,,auto,
esá,4,esaa,,auto,
eśah,4,eshah,,auto,
eśaḿ,4,esham,,auto,
eśo'ntashcarate,4,esho'ntashcharate,,auto,
Eśo'ńurátmá,4,Esho'ńuraatmaa,,auto,
eśontaryámyeśa,4,eshontaryaamyesha,,auto,
Etadálambanam,4,Etadaalambanam,,auto,
etadevákśaraḿ,4,etadevaakshaaram,,auto,
Etadevákśaraḿ,4,Etadevaakshaaram,,auto,
etadviduramtáste,4,etadviduramtaaste,,auto,
Etajjiṋáyaḿ,4,Etajjnyaaayam,,auto,
etaḿ,4,etam,,auto,
Etasmád,4,Etasmaad,,auto,
Etasmádátmanah,4,Etasmaadaatmanah,,auto,
Etávupádhipara,4,Etaavupaadhipara,,auto,
evágnih,4,evaagnih,,auto,
Evám,4,Evaam,,auto,
evamevaeśá,4,evamevaeshaa,,auto,
eyá,4,eyaa,,auto,
gá-mochá,4,gaa-mochaa,,auto,
gábhii,4,gaabhii,,auto,
gacchathá,4,gacchathaa,,auto,
Gáchá,4,Gaachaa,,auto,
gáche,4,gaache,,auto,
gadá,4,gadaa,,auto,
gádá,4,gaadaa,,auto,
gahaná,4,gahanaa,,auto,
Gáikka,4,Gaaikka,,auto,
gailá,4,gailaa,,auto,
gájii,4,gaajii,,auto,
galashuńd́iká,4,galashuńdikaa,,auto,
gamká,4,gamkaa,,auto,
gańahanana,4,gańahanana,,auto,
Gánápatyácára,4,Gaanaapatyaachaara,,auto,
gańatanka,4,gańatanka,,auto,
gandhaceliká,4,gandhachelikaa,,auto,
gandhahárik,4,gandhahaarik,,auto,
gandhaháriká,4,gandhahaarikaa,,auto,
gandhahárin,4,gandhahaarin,,auto,
gandhapishácas,4,gandhapishaachas,,auto,
gándharva,4,gaandharva,,auto,
Gańd́oyána,4,Gańdoyaana,,auto,
Gańeśa,4,Gańesha,,auto,
Gańesher,4,Gańesher,,auto,
Gangá-Yamuna,4,Gangaa-Yamuna,,auto,
Gaorii-pat́t́a,4,Gaorii-patta,,auto,
Gaorii-piit́ha,4,Gaorii-piitha,,auto,
gaŕ,4,gaŕ,,auto,
garán,4,garaan,,auto,
gardabháh,4,gardabhaah,,auto,
gaŕechi,4,gaŕechi,,auto,
gaŕgaŕ,4,gaŕgaŕ,,auto,
Gariyáhát́á,4,Gariyaahaataa,,auto,
gaŕiye,4,gaŕiye,,auto,
Gaŕiye,4,Gaŕiye,,auto,
Gataiṋca,4,Gataiṋcha,,auto,
Gataḿ,4,Gatam,,auto,
gatiratranastyańiiyánhytarkyamańupramáńát,4,gatiratranastyańiiyaanhytarkyamańupramaańaat,,auto,
gavahvareśt́hampuranam,4,gavahvareshthampuranam,,auto,
Gayá,4,Gayaa,,auto,
Gáyantaḿ,4,Gaayantam,,auto,
Gáyattrii-mantra,4,Gaayattrii-mantra,,auto,
Ghaiṋ,4,Ghaiṋ,,auto,
ghaniibhúta,4,ghaniibhoota,,auto,
ghát́á,4,ghaataa,,auto,
ghátakáh,4,ghaatakaah,,auto,
ghátinii,4,ghaatinii,,auto,
Ghośa,4,Ghosha,,auto,
Ghrtát,4,Ghrtaat,,auto,
ghurábi,4,ghuraabi,,auto,
ghúrńana,4,ghoorńana,,auto,
giita-vádyá-nrtya,4,giita-vaadyaa-nrtya,,auto,
gocarán,4,gocharaan,,auto,
Gohiniinátha,4,Gohiniinaatha,,auto,
gokulapiit́há,4,gokulapiithaa,,auto,
Gopálapálaḿ,4,Gopaalapaalam,,auto,
gosalkháná,4,gosalkhaanaa,,auto,
gotratyága,4,gotratyaaga,,auto,
Gounáyalu,4,Gounaayalu,,auto,
Graha-tárá,4,Graha-taaraa,,auto,
grahaḿ,4,graham,,auto,
Granthimuktásana,4,Granthimuktaasana,,auto,
grás,4,graas,,auto,
gráse,4,graase,,auto,
Grdhrakút́,4,Grdhrakoot,,auto,
grhágata,4,grhaagata,,auto,
grhińiis,4,grhińiis,,auto,
gubák,4,gubaak,,auto,
gud́hátmá,4,gudhaatmaa,,auto,
gúd́hátmána,4,goodhaatmaana,,auto,
gúd́he,4,goodhe,,auto,
guhácarannáma,4,guhaacharannaama,,auto,
guháshyaḿ,4,guhaashyam,,auto,
gulistán,4,gulistaan,,auto,
guńabhásam,4,guńabhaasam,,auto,
guńábhasaḿ,4,guńaabhasam,,auto,
guńábhinna,4,guńaabhinna,,auto,
guńábhinnáuṋkureśvapi,4,guńaabhinnaauṋkureshvapi,,auto,
guńadharma,4,guńadharma,,auto,
Guńádhishá,4,Guńaadhishaa,,auto,
Gúńádiisha,4,Goońaadiisha,,auto,
guńahiinamaheshaganavaranám,4,guńahiinamaheshaganavaranaam,,auto,
guńáshrayii,4,guńaashrayii,,auto,
guńátmá,4,guńaatmaa,,auto,
Guńatrikona,4,Guńatrikona,,auto,
Gururvákyam,4,Gururvaakyam,,auto,
guváka,4,guvaaka,,auto,
hábelii,4,haabelii,,auto,
Hákinii,4,Haakinii,,auto,
halaná,4,halanaa,,auto,
Hamára,4,Hamaara,,auto,
hamlá,4,hamlaa,,auto,
hamlábar,4,hamlaabar,,auto,
Haḿsa,4,Hamsa,,auto,
Hánŕita,4,Haanŕita,,auto,
Háns,4,Haans,,auto,
hánsjáru,4,haansjaaru,,auto,
hár,4,haar,,auto,
Hár,4,Haar,,auto,
háráy,4,haaraay,,auto,
Haribhaktiparáyańa,4,Haribhaktiparaayańa,,auto,
hariháná,4,harihaanaa,,auto,
Harińghát́á,4,Harińghaataa,,auto,
hariparimańd́ala,4,hariparimańdala,,auto,
harśshokao,4,harshshokao,,auto,
hásche,4,haasche,,auto,
hásit́i,4,haasiti,,auto,
hásiyá,4,haasiyaa,,auto,
hastasthaḿ,4,hastastham,,auto,
hát́á,4,haataa,,auto,
hat́hatah,4,hathatah,,auto,
Háther,4,Haather,,auto,
hátishunŕá,4,haatishunŕaa,,auto,
Hat́t́amálá,4,Hattamaalaa,,auto,
Hatthiigrám,4,Hatthiigraam,,auto,
hávŕe,4,haavŕe,,auto,
Háy,4,Haay,,auto,
hayánáhurviśayamstesú,4,hayaanaahurvishayamstesoo,,auto,
hetubhútah,4,hetubhootah,,auto,
hetuná,4,hetunaa,,auto,
hikká,4,hikkaa,,auto,
Hirańmayena,4,Hirańmayena,,auto,
Hirańmayo'ham,4,Hirańmayo'ham,,auto,
Hiranyágarbha,4,Hiranyaagarbha,,auto,
hirańyagarbha,4,hirańyagarbha,,auto,
hirańyagarbhastrirúpa,4,hirańyagarbhastriroopa,,auto,
HLÁDINII,4,HLaaDINII,,auto,
hoggá,4,hoggaa,,auto,
Hrdáhrdisthaḿ,4,Hrdaahrdistham,,auto,
huḿ,4,hum,,auto,
huḿkára,4,humkaara,,auto,
hyáják,4,hyaajaak,,auto,
hyamrtaḿ,4,hyamrtam,,auto,
hyánandabhúk,4,hyaanandabhook,,auto,
hyarcayedbhútikamah,4,hyarchayedbhootikamah,,auto,
hyarthá,4,hyarthaa,,auto,
hyartháh,4,hyarthaah,,auto,
hyátatáyinah,4,hyaatataayinah,,auto,
hyathayamádesho,4,hyathayamaadesho,,auto,
hyauṋgabhútáni,4,hyauṋgabhootaani,,auto,
hyayamátmá,4,hyayamaatmaa,,auto,
iahán,4,iahaan,,auto,
Icchá,4,Icchaa,,auto,
Icchámatii,4,Icchaamatii,,auto,
iccháviná,4,icchaavinaa,,auto,
ichámatii,4,ichaamatii,,auto,
id́a,4,ida,,auto,
Idaḿtiirthamidaḿ,4,Idamtiirthamidam,,auto,
ihántike,4,ihaantike,,auto,
iikś,4,iiksha,,auto,
iikśańa-vidyá,4,iikshaańa-vidyaa,,auto,
Iikśye-shrńomi-jighrámi,4,Iikshaye-shrńomi-jighraami,,auto,
Iikśyes,4,Iikshayes,,auto,
Iishádya,4,Iishaadya,,auto,
Iishaḿ,4,Iisham,,auto,
Iishánambhútabhavyasya,4,Iishaanambhootabhavyasya,,auto,
iishanáya,4,iishanaaya,,auto,
iishasaḿstho,4,iishasamstho,,auto,
iishitá,4,iishitaa,,auto,
Iishvarabháva,4,Iishvarabhaava,,auto,
Iishvarakrśńa,4,Iishvarakrshńa,,auto,
iishvaraprańidhána,4,iishvaraprańidhaana,,auto,
iiśiká,4,iishikaa,,auto,
ikká,4,ikkaa,,auto,
ikś,4,iksha,,auto,
Ikśu,4,Ikshau,,auto,
Ilá,4,Ilaa,,auto,
Iláhábád,4,Ilaahaabaad,,auto,
Imaḿ,4,Imam,,auto,
imánnllokhániishata,4,imaannllokhaaniishata,,auto,
inárá,4,inaaraa,,auto,
incávidyá,4,inchaavidyaa,,auto,
indrajitá,4,indrajitaa,,auto,
Indráya,4,Indraaya,,auto,
Indriyáń,4,Indriyaań,,auto,
indriyánáḿ,4,indriyaanaam,,auto,
Indriyánáḿ,4,Indriyaanaam,,auto,
iśa,4,isha,,auto,
Ishá,4,Ishaa,,auto,
iśt́as,4,ishtas,,auto,
iśva,4,ishva,,auto,
ityáhursa,4,ityaahursa,,auto,
ivá,4,ivaa,,auto,
iyá,4,iyaa,,auto,
jáa,4,jaaa,,auto,
jadásphota,4,jadaasphota,,auto,
Jad́asphota,4,Jadasphota,,auto,
jad́aváda,4,jadavaada,,auto,
Jádrshosi,4,Jaadrshosi,,auto,
jád́yáta,4,jaadyaata,,auto,
jáe,4,jaae,,auto,
jagám,4,jagaam,,auto,
jágaritántaincobhao,4,jaagaritaantainchobhao,,auto,
jagatmithyá,4,jagatmithyaa,,auto,
jagatsáksiirúpaḿ,4,jagatsaaksiiroopam,,auto,
jagatyáḿ,4,jagatyaam,,auto,
Jágrat-svapna,4,Jaagrat-svapna,,auto,
Jágratsvapnasuśu,4,Jaagratsvapnasushu,,auto,
jáiphal,4,jaaiphal,,auto,
Jaiśt́ha,4,Jaishtha,,auto,
Jál,4,Jaal,,auto,
Jálavániishata,4,Jaalavaaniishata,,auto,
jalpaná,4,jalpanaa,,auto,
jámá-i,4,jaamaa-i,,auto,
jámbunada,4,jaambunada,,auto,
jamidár,4,jamidaar,,auto,
jánakiináthe,4,jaanakiinaathe,,auto,
janáḿstiśt́hati,4,janaamstishthati,,auto,
Jánámyahaḿ,4,Jaanaamyaham,,auto,
jánaná,4,jaananaa,,auto,
janáńam,4,janaańam,,auto,
jánánti,4,jaanaanti,,auto,
jánatáḿ,4,jaanataam,,auto,
jánatha,4,jaanatha,,auto,
janmántarakarmayogát,4,janmaantarakarmayogaat,,auto,
jantrańá,4,jantrańaa,,auto,
Jánushirásana,4,Jaanushiraasana,,auto,
jánusparsha,4,jaanusparsha,,auto,
japadhyán,4,japadhyaan,,auto,
járá,4,jaaraa,,auto,
jáŕa,4,jaaŕa,,auto,
Jarátkáru,4,Jaraatkaaru,,auto,
Jaratkárumuner,4,Jaratkaarumuner,,auto,
Jaráye,4,Jaraaye,,auto,
jásao,4,jaasao,,auto,
Jatáharagardabhá,4,Jataaharagardabhaa,,auto,
jataiṋca,4,jataiṋcha,,auto,
játani,4,jaatani,,auto,
Játashca,4,Jaatashcha,,auto,
játijaraḿ,4,jaatijaram,,auto,
jáuk,4,jaauk,,auto,
jávuni,4,jaavuni,,auto,
Jáyá,4,Jaayaa,,auto,
jayaḿ,4,jayam,,auto,
jáyamánah,4,jaayamaanah,,auto,
jayánte,4,jayaante,,auto,
Jáyante,4,Jaayante,,auto,
jáyphal,4,jaayphal,,auto,
jeorná,4,jeornaa,,auto,
jhád́o,4,jhaado,,auto,
jhán,4,jhaan,,auto,
Jharakhańd́a,4,Jharakhańda,,auto,
Jibháya,4,Jibhaaya,,auto,
Jighrámi,4,Jighraami,,auto,
jiiváh,4,jiivaah,,auto,
Jiivanasvarúpa,4,Jiivanasvaroopa,,auto,
Jiivapuruśa,4,Jiivapurusha,,auto,
jiivátmas,4,jiivaatmas,,auto,
jiiveshávábhásena,4,jiiveshaavaabhaasena,,auto,
Jiṋa-shakti,4,Jnyaa-shakti,,auto,
jiṋáh,4,jnyaaah,,auto,
Jiṋána-Kriyá,4,Jnyaaana-Kriyaa,,auto,
jiṋánabalakriyá,4,jnyaaanabalakriyaa,,auto,
Jiṋánaja,4,Jnyaaanaja,,auto,
jiṋánáni,4,jnyaaanaani,,auto,
Jiṋánanimarthanábhyását,4,Jnyaaananimarthanaabhyaasaat,,auto,
Jiṋánaprasádena,4,Jnyaaanaprasaadena,,auto,
Jiṋánayoga,4,Jnyaaanayoga,,auto,
Jiṋátabháva,4,Jnyaaatabhaava,,auto,
jiṋátvámrtá,4,jnyaaatvaamrtaa,,auto,
jiṋayaḿ,4,jnyaayam,,auto,
Jinist́á,4,Jinistaa,,auto,
jiniyá,4,jiniyaa,,auto,
jinnátvátmasthamamrtaḿ,4,jinnaatvaatmasthamamrtam,,auto,
jirńodańd́ena,4,jirńodańdena,,auto,
jo'nilakháni,4,jo'nilakhaani,,auto,
jrmbhańa,4,jrmbhańa,,auto,
júgupsá,4,joogupsaa,,auto,
juŕái,4,juŕaai,,auto,
Juŕáite,4,Juŕaaite,,auto,
Juśt́astataste,4,Jushtastataste,,auto,
Juśtastatastenámrtatvameti,4,Jushtastatastenaamrtatvameti,,auto,
Juśt́astatastenámrtatvámeti,4,Jushtastatastenaamrtatvaameti,,auto,
jyánta,4,jyaanta,,auto,
jyotimaiṋjari,4,jyotimaiṋjari,,auto,
jyotirápashca,4,jyotiraapashcha,,auto,
jyotiśa,4,jyotisha,,auto,
jyotiśaḿ,4,jyotisham,,auto,
jyotiśáḿ,4,jyotishaam,,auto,
