word,count,auto_pronunciation,manual_pronunciation,status,notes
sutojáh,5,sutojaah,,auto,
Suvarńa,5,Suvarńa,,auto,
SVABHÁVA,5,SVABHaaVA,,auto,
Svábhávika,5,Svaabhaavika,,auto,
svaravijiṋána,5,svaravijnyaaana,,auto,
SVAYAMBHÚLIUNGA,5,SVAYAMBHooLIUNGA,,auto,
Svayambhústasmát,5,Svayambhoostasmaat,,auto,
tadvikalatádośatrayaḿ,5,tadvikalataadoshatrayam,,auto,
táikiyá,5,taaikiyaa,,auto,
támasik,5,taamasik,,auto,
Támiśt́a,5,Taamishta,,auto,
Támralipta,5,Taamralipta,,auto,
TÁŃD́AVA,5,TaaŃDAVA,,auto,
Tandrá,5,Tandraa,,auto,
táṋri,5,taaṋri,,auto,
tápii,5,taapii,,auto,
tat́a,5,tata,,auto,
tathya-anubhúti,5,tathya-anubhooti,,auto,
Tatpadaḿ,5,Tatpadam,,auto,
thákta,5,thaakta,,auto,
thámilei,5,thaamilei,,auto,
Tháná,5,Thaanaa,,auto,
t́heli,5,theli,,auto,
Tolá,5,Tolaa,,auto,
t́omt́om,5,tomtom,,auto,
Trishalá,5,Trishalaa,,auto,
triśt́up,5,trishtup,,auto,
triśt́upa,5,trishtupa,,auto,
t́um,5,tum,,auto,
tumhárá,5,tumhaaraa,,auto,
tuśáraháradhavalá,5,tushaarahaaradhavalaa,,auto,
tuśt́a,5,tushta,,auto,
tvádrun,5,tvaadrun,,auto,
Tvamiishvaráńam,5,Tvamiishvaraańam,,auto,
tyajamohanidrám,5,tyajamohanidraam,,auto,
uccára,5,ucchaara,,auto,
udgára,5,udgaara,,auto,
udyána,5,udyaana,,auto,
ujuvát́e,5,ujuvaate,,auto,
ukśa,5,ukshaa,,auto,
uń,5,uń,,auto,
uṋa,5,uṋa,,auto,
Upádána,5,Upaadaana,,auto,
upakathá,5,upakathaa,,auto,
upasampadá,5,upasampadaa,,auto,
Upasarańii,5,Upasarańii,,auto,
upekśá,5,upekshaaa,,auto,
uŕii,5,uŕii,,auto,
úśara,5,ooshara,,auto,
Utámrtasyesháno,5,Utaamrtasyeshaano,,auto,
uttána,5,uttaana,,auto,
vádhati,5,vaadhati,,auto,
vaerágyaiṋca,5,vaeraagyaiṋcha,,auto,
váeśa,5,vaaesha,,auto,
vaiṋcasi,5,vaiṋchasi,,auto,
vájába,5,vaajaaba,,auto,
Vákyaḿ,5,Vaakyam,,auto,
Váńa,5,Vaańa,,auto,
vápyajánatá,5,vaapyajaanataa,,auto,
Varábhayakrtahastaḿ,5,Varaabhayakrtahastam,,auto,
várańa,5,vaarańa,,auto,
varná,5,varnaa,,auto,
varńah,5,varńah,,auto,
varńanenekán,5,varńanenekaan,,auto,
varńitam,5,varńitam,,auto,
vártáku,5,vaartaaku,,auto,
váso,5,vaaso,,auto,
vastushúnyo,5,vastushoonyo,,auto,
vataḿsam,5,vatamsam,,auto,
váunmanaso,5,vaaunmanaso,,auto,
Vedáh,5,Vedaah,,auto,
Viińápustakarainjitahaste,5,Viińaapustakarainjitahaste,,auto,
viińávaradańd́ashobhitakará,5,viińaavaradańdashobhitakaraa,,auto,
viiryaḿca,5,viiryamcha,,auto,
vinayádyáti,5,vinayaadyaati,,auto,
vinayát,5,vinayaat,,auto,
Vipáka,5,Vipaaka,,auto,
viśáńa,5,vishaańa,,auto,
Vishvamáyánivrittih,5,Vishvamaayaanivrittih,,auto,
vishvarúpam,5,vishvaroopam,,auto,
viśyánandam,5,vishyaanandam,,auto,
Vitastá,5,Vitastaa,,auto,
Vrátyastvaḿ,5,Vraatyastvam,,auto,
vrkśaḿ,5,vrkshaam,,auto,
vrntáka,5,vrntaaka,,auto,
vrúmi,5,vroomi,,auto,
vyághrakrttiḿ,5,vyaaghrakrttim,,auto,
vyákarańam,5,vyaakarańam,,auto,
Vyámoha,5,Vyaamoha,,auto,
vyápine,5,vyaapine,,auto,
Vyápitvaḿ,5,Vyaapitvam,,auto,
Vyarthaḿ,5,Vyartham,,auto,
vyavasáya,5,vyavasaaya,,auto,
vyúd́ha,5,vyoodha,,auto,
yábu,5,yaabu,,auto,
Yacchedváuṋmanasi,5,Yacchedvaauṋmanasi,,auto,
yaddhyánena,5,yaddhyaanena,,auto,
Yájiṋavalkya,5,Yaajnyaavalkya,,auto,
Yáḿtvamápah,5,Yaamtvamaapah,,auto,
Yátrá,5,Yaatraa,,auto,
yattirthayátrádiná,5,yattirthayaatraadinaa,,auto,
Yávajjivaḿ,5,Yaavajjivam,,auto,
yavaniká,5,yavanikaa,,auto,
yogát,5,yogaat,,auto,
Yogaváshiśt́ha,5,Yogavaashishtha,,auto,
yogiináḿ,5,yogiinaam,,auto,
yudhártham,5,yudhaartham,,auto,
záio,5,zaaio,,auto,
-kára,4,-kaara,,auto,
'Bábá,4,'Baabaa,,auto,
'Bhagaván',4,'Bhagavaan',,auto,
'Iśt́a',4,'Ishta',,auto,
'Máyámetáḿ,4,'Maayaametaam,,auto,
'Párijáta',4,'Paarijaata',,auto,
'Prańipátena,4,'Prańipaatena,,auto,
'Shatáyurbhava',4,'Shataayurbhava',,auto,
á-á-á-á-á-á-á-á,4,aa-aa-aa-aa-aa-aa-aa-aa,,auto,
á's,4,aa's,,auto,
abák,4,abaak,,auto,
ábár,4,aabaar,,auto,
abasán,4,abasaan,,auto,
Abhává,4,Abhaavaa,,auto,
Abhávottaránanda,4,Abhaavottaraananda,,auto,
Abhávottaránandapratyayálambaniivrttirtasy,4,Abhaavottaraanandapratyayaalambaniivrttirtasy,,auto,
abhibhávaná,4,abhibhaavanaa,,auto,
Abhibhávańát,4,Abhibhaavańaat,,auto,
Ábhiiśt́a,4,aabhiishta,,auto,
abhimánam,4,abhimaanam,,auto,
Abhimánam,4,Abhimaanam,,auto,
Abhimáne,4,Abhimaane,,auto,
abhimánii,4,abhimaanii,,auto,
ácár,4,aachaar,,auto,
Ácára,4,aachaara,,auto,
Ácha,4,aacha,,auto,
acintyarupaḿ,4,achintyarupam,,auto,
Ádam,4,aadam,,auto,
ádána,4,aadaana,,auto,
ádar,4,aadar,,auto,
adbhyáḿ,4,adbhyaam,,auto,
ádesha,4,aadesha,,auto,
ádha,4,aadha,,auto,
Ádharamánandam,4,aadharamaanandam,,auto,
Adhashcordhvaiṋca,4,Adhashchordhvaiṋcha,,auto,
ádhek,4,aadhek,,auto,
Ádhek,4,aadhek,,auto,
adhyáná,4,adhyaanaa,,auto,
ádhyátmik,4,aadhyaatmik,,auto,
Ádi-anádika,4,aadi-anaadika,,auto,
Ádih,4,aadih,,auto,
ádikhyetá,4,aadikhyetaa,,auto,
ádmii,4,aadmii,,auto,
Advaetaváda's,4,Advaetavaada's,,auto,
Ádyáshakti,4,aadyaashakti,,auto,
Ádyátmayogádhigamema,4,aadyaatmayogaadhigamema,,auto,
aetihásik,4,aetihaasik,,auto,
ága,4,aaga,,auto,
Aghrána,4,Aghraana,,auto,
agnáyii,4,agnaayii,,auto,
Ágni,4,aagni,,auto,
Agrahána,4,Agrahaana,,auto,
Agráńete,4,Agraańete,,auto,
águna,4,aaguna,,auto,
ahalyás,4,ahalyaas,,auto,
ahaḿbháva,4,ahambhaava,,auto,
áhár,4,aahaar,,auto,
Áhára-nidrá-bhaya,4,aahaara-nidraa-bhaya,,auto,
Ahiḿsásatyásteyaḿ,4,Ahimsaasatyaasteyam,,auto,
ahlád,4,ahlaad,,auto,
áij,4,aaij,,auto,
Ajaḿ,4,Ajam,,auto,
Ajámekám,4,Ajaamekaam,,auto,
Ajapájapa,4,Ajapaajapa,,auto,
ájjá,4,aajjaa,,auto,
áju,4,aaju,,auto,
Akárańa,4,Akaarańa,,auto,
Akásh,4,Akaash,,auto,
ákásh,4,aakaash,,auto,
ákáshádváyuh,4,aakaashaadvaayuh,,auto,
ákáshah,4,aakaashah,,auto,
Akaśra,4,Akashra,,auto,
akhańd́abodhaḿ,4,akhańdabodham,,auto,
ákl,4,aakl,,auto,
akliśt́á,4,aklishtaa,,auto,
akliśtávrtti,4,aklishtaavrtti,,auto,
akśaohińii,4,akshaaohińii,,auto,
ákśara,4,aakshaara,,auto,
Akśara-Puruśa,4,Akshaara-Purusha,,auto,
akśaramálá,4,akshaaramaalaa,,auto,
Ál,4,aal,,auto,
Álambaná,4,aalambanaa,,auto,
alaḿkára,4,alamkaara,,auto,
Alankánanda,4,Alankaananda,,auto,
álgoch,4,aalgoch,,auto,
alikavádinam,4,alikavaadinam,,auto,
Aliuṋgat,4,Aliuṋgat,,auto,
áljihvá,4,aaljihvaa,,auto,
aloná,4,alonaa,,auto,
Aḿ,4,Am,,auto,
ámáder,4,aamaader,,auto,
ámáni,4,aamaani,,auto,
Ambabhúmi,4,Ambabhoomi,,auto,
Ámbe,4,aambe,,auto,
ámbhásii,4,aambhaasii,,auto,
Amitavyayitá,4,Amitavyayitaa,,auto,
Ámlá,4,aamlaa,,auto,
ámlii,4,aamlii,,auto,
Ámrái,4,aamraai,,auto,
amrtákśaram,4,amrtaakshaaram,,auto,
amrtákśaraḿ,4,amrtaakshaaram,,auto,
amrtaḿ,4,amrtam,,auto,
aḿushvar,4,amushvar,,auto,
Áṋ-ri-et,4,aaṋ-ri-et,,auto,
ánadamayo,4,aanadamayo,,auto,
Anádyananta,4,Anaadyananta,,auto,
ánágoná,4,aanaagonaa,,auto,
anáhára,4,anaahaara,,auto,
ánandabhogácca,4,aanandabhogaaccha,,auto,
ánandádheva,4,aanandaadheva,,auto,
Ánandadhyeva,4,aanandadhyeva,,auto,
Anandaḿ,4,Anandam,,auto,
Ánandamúrti's,4,aanandamoorti's,,auto,
Ánandanagar,4,aanandanagar,,auto,
Ánandarúpastiśt́hanti,4,aanandaroopastishthanti,,auto,
ánandáshru,4,aanandaashru,,auto,
Ánandáshru,4,aanandaashru,,auto,
anándika,4,anaandika,,auto,
anantá,4,anantaa,,auto,
anaśana,4,anashana,,auto,
anáthálaya,4,anaathaalaya,,auto,
Anávat́á,4,Anaavataa,,auto,
Anayamamatá,4,Anayamamataa,,auto,
Andhakárer,4,Andhakaarer,,auto,
Ándhár,4,aandhaar,,auto,
andhatamishrá,4,andhatamishraa,,auto,
Angiká,4,Angikaa,,auto,
anibár,4,anibaar,,auto,
anindyánanda,4,anindyaananda,,auto,
Anoraniiyánahameva,4,Anoraniiyaanahameva,,auto,
antahkarańika,4,antahkarańika,,auto,
Antarátmá,4,Antaraatmaa,,auto,
ántarika,4,aantarika,,auto,
antasthavarńa,4,antasthavarńa,,auto,
ántke,4,aantke,,auto,
Anubhutaviśayásampramośah,4,Anubhutavishayaasampramoshah,,auto,
Anubhútavisayásampramosah,4,Anubhootavisayaasampramosah,,auto,
Anubhútermáyá,4,Anubhootermaayaa,,auto,
anudhyánát,4,anudhyaanaat,,auto,
Anujiṋá,4,Anujnyaaa,,auto,
Anukhańa,4,Anukhańa,,auto,
anukúlavedaniiyam,4,anukoolavedaniiyam,,auto,
anumán,4,anumaan,,auto,
Anushásana,4,Anushaasana,,auto,
Anushásanam,4,Anushaasanam,,auto,
Anyadeváhurvidayányadáhuravidyayá,4,Anyadevaahurvidayaanyadaahuravidyayaa,,auto,
aoddálaka,4,aoddaalaka,,auto,
aod́rii,4,aodrii,,auto,
aodváhika,4,aodvaahika,,auto,
áoli,4,aaoli,,auto,
ÁPaA,4,aaPaA,,auto,
apadevatá,4,apadevataa,,auto,
Apáńipádo'hamacintyashaktih,4,Apaańipaado'hamachintyashaktih,,auto,
Apara-vidyá,4,Apara-vidyaa,,auto,
aparávrtti,4,aparaavrtti,,auto,
Aparińámii,4,Aparińaamii,,auto,
aparokśábhása,4,aparokshaaabhaasa,,auto,
aparokśanubhúti,4,aparokshaanubhooti,,auto,
apátah,4,apaatah,,auto,
Ápatah,4,aapatah,,auto,
ápko,4,aapko,,auto,
Áplutavedaniiyam,4,aaplutavedaniiyam,,auto,
Áppane,4,aappane,,auto,
apracakśate,4,aprachakshaate,,auto,
apramáńam,4,apramaańam,,auto,
Apramattastadá,4,Apramattastadaa,,auto,
Aprápya,4,Apraapya,,auto,
apratisaḿkramá,4,apratisamkramaa,,auto,
Apratisaḿkramá,4,Apratisamkramaa,,auto,
apratisḿkrama,4,apratismkrama,,auto,
áptiḿ,4,aaptim,,auto,
árá,4,aaraa,,auto,
árádhya,4,aaraadhya,,auto,
Árám,4,aaraam,,auto,
arcaná,4,archanaa,,auto,
ariśt́a,4,arishta,,auto,
áropya,4,aaropya,,auto,
árya,4,aarya,,auto,
Árya-Kśatriyas,4,aarya-kshaatriyas,,auto,
Árya-Vaeshyas,4,aarya-Vaeshyas,,auto,
Árya-Vipras,4,aarya-Vipras,,auto,
Áryańya,4,aaryańya,,auto,
ása,4,aasa,,auto,
asádhu,4,asaadhu,,auto,
asádhum,4,asaadhum,,auto,
asaḿkramsahah,4,asamkramsahah,,auto,
Asamprajiṋáta,4,Asamprajnyaaata,,auto,
asampraliináta,4,asampraliinaata,,auto,
asáram,4,asaaram,,auto,
áśáŕha,4,aashaaŕha,,auto,
asatsaungeśu,4,asatsaungeshu,,auto,
ásen,4,aasen,,auto,
Áshaya,4,aashaya,,auto,
Áshcarya,4,aashcharya,,auto,
áshraya,4,aashraya,,auto,
Ashutośa,4,Ashutosha,,auto,
ashvagandhá,4,ashvagandhaa,,auto,
Áshvin,4,aashvin,,auto,
Áshvine,4,aashvine,,auto,
ásiyá,4,aasiyaa,,auto,
ásphota,4,aasphota,,auto,
Aśt́a-Prakrti,4,Ashta-Prakrti,,auto,
Ast́ádasha,4,Astaadasha,,auto,
aśtapásha,4,ashtapaasha,,auto,
Astáuṋga,4,Astaauṋga,,auto,
aśt́auṋga,4,ashtauṋga,,auto,
aśt́áuṋga,4,ashtaauṋga,,auto,
Astiityevopalabdhavyastattvabhávena,4,Astiityevopalabdhavyastattvabhaavena,,auto,
Ástikanagar,4,aastikanagar,,auto,
Ástikasya,4,aastikasya,,auto,
ástitvika,4,aastitvika,,auto,
ástras,4,aastras,,auto,
ásvádana,4,aasvaadana,,auto,
Átamanaḿ,4,aatamanam,,auto,
at́ana,4,atana,,auto,
Átapa,4,aatapa,,auto,
Átaunkita,4,aataunkita,,auto,
at́avi,4,atavi,,auto,
ati-snáyukaośika,4,ati-snaayukaoshika,,auto,
Átma-jiṋána,4,aatma-jnyaaana,,auto,
átmakaḿ,4,aatmakam,,auto,
Átmakriid́a,4,aatmakriida,,auto,
Átmań,4,aatmań,,auto,
Átmaná,4,aatmanaa,,auto,
Átmánah,4,aatmaanah,,auto,
Átmánamarańim,4,aatmaanamarańim,,auto,
átmánátman,4,aatmaanaatman,,auto,
átmanyevá,4,aatmanyevaa,,auto,
Atmápyaniishah,4,Atmaapyaniishah,,auto,
átmaramanyáváco,4,aatmaramanyaavaacho,,auto,
átmárámo,4,aatmaaraamo,,auto,
átmaratih,4,aatmaratih,,auto,
átmatiirtha,4,aatmatiirtha,,auto,
Átmavidyátapomúlaḿ,4,aatmavidyaatapomoolam,,auto,
Átmemdriya,4,aatmemdriya,,auto,
Átmendriya,4,aatmendriya,,auto,
Atmendriyamanoyuktaḿ,4,Atmendriyamanoyuktam,,auto,
átmiká,4,aatmikaa,,auto,
Atrántaraḿ,4,Atraantaram,,auto,
at́t́a,4,atta,,auto,
at́t́ahásya,4,attahaasya,,auto,
attháya,4,atthaaya,,auto,
Atyágo,4,Atyaago,,auto,
átyantrkii,4,aatyantrkii,,auto,
Atyáshrambhiyah,4,Atyaashrambhiyah,,auto,
atyatiśt́haddashaungulum,4,atyatishthaddashaungulum,,auto,
auṋgára,4,auṋgaara,,auto,
Aungiká,4,Aungikaa,,auto,
Auṋgirasa,4,Auṋgirasa,,auto,
Áuṋgirasa,4,aauṋgirasa,,auto,
Aungulimál,4,Aungulimaal,,auto,
auṋkana,4,auṋkana,,auto,
ava-átmasthiikarań,4,ava-aatmasthiikarań,,auto,
ava-átmasthiiksárańa,4,ava-aatmasthiiksaarańa,,auto,
avadhútikárespectively,4,avadhootikaarespectively,,auto,
Avajiṋá,4,Avajnyaaa,,auto,
Ávaranátmaka,4,aavaranaatmaka,,auto,
avasáná,4,avasaanaa,,auto,
avátarah,4,avaatarah,,auto,
avatarańa,4,avatarańa,,auto,
Avatarańaḿ,4,Avatarańam,,auto,
aváuṋmanasogocara,4,avaauṋmanasogochara,,auto,
áveshii,4,aaveshii,,auto,
aviditádadhi,4,aviditaadadhi,,auto,
Avidyámayá,4,Avidyaamayaa,,auto,
Avidyás,4,Avidyaas,,auto,
Avidyáyámantare,4,Avidyaayaamantare,,auto,
Avijiṋátám,4,Avijnyaaataam,,auto,
ávirávih,4,aaviraavih,,auto,
aviśaya,4,avishaya,,auto,
Ávrttacakśuramrtatvamicchan,4,aavrttachakshauramrtatvamicchan,,auto,
avyaktát,4,avyaktaat,,auto,
Avyaktáttu,4,Avyaktaattu,,auto,
Ayaḿ,4,Ayam,,auto,
áyáma,4,aayaama,,auto,
ayamátmá,4,ayamaatmaa,,auto,
ayanáy,4,ayanaay,,auto,
áyatah,4,aayatah,,auto,
áyurvedácáryas,4,aayurvedaachaaryas,,auto,
babhúva,4,babhoova,,auto,
báchá,4,baachaa,,auto,
bádha,4,baadha,,auto,
bádhate,4,baadhate,,auto,
bádshábhog,4,baadshaabhog,,auto,
bágán,4,baagaan,,auto,
bághachála,4,baaghachaala,,auto,
Baguŕa,4,Baguŕa,,auto,
bahádur,4,bahaadur,,auto,
bahál,4,bahaal,,auto,
bahár,4,bahaar,,auto,
Bahatá,4,Bahataa,,auto,
baheŕár,4,baheŕaar,,auto,
Bahiyá,4,Bahiyaa,,auto,
bahńitamah,4,bahńitamah,,auto,
bahunám,4,bahunaam,,auto,
bahunáḿ,4,bahunaam,,auto,
bahúnám,4,bahoonaam,,auto,
bahúni,4,bahooni,,auto,
Bahuprajiṋána,4,Bahuprajnyaaana,,auto,
báhuruta,4,baahuruta,,auto,
báhuyáḿ,4,baahuyaam,,auto,
bahvaunkurá,4,bahvaunkuraa,,auto,
báhyah,4,baahyah,,auto,
báhyamábhyantarantatha,4,baahyamaabhyantarantatha,,auto,
báhyatah,4,baahyatah,,auto,
Bájárs,4,Baajaars,,auto,
bájáye,4,baajaaye,,auto,
bákii,4,baakii,,auto,
bálampramádyataḿ,4,baalampramaadyatam,,auto,
balaná,4,balanaa,,auto,
báláste,4,baalaaste,,auto,
Bálasubrahmańyam,4,Baalasubrahmańyam,,auto,
bale-t́ale,4,bale-tale,,auto,
baliḿ,4,balim,,auto,
bálti,4,baalti,,auto,
Bám,4,Baam,,auto,
báḿlá,4,baamlaa,,auto,
bán,4,baan,,auto,
bándh,4,baandh,,auto,
bándhákapi,4,baandhaakapi,,auto,
báṋká,4,baaṋkaa,,auto,
báoli,4,baaoli,,auto,
bápuŕi,4,baapuŕi,,auto,
Baŕá,4,Baŕaa,,auto,
Bára,4,Baara,,auto,
báŕá,4,baaŕaa,,auto,
baradán,4,baradaan,,auto,
Báráhii,4,Baaraahii,,auto,
báramásyá,4,baaramaasyaa,,auto,
bárań,4,baarań,,auto,
báŕanta,4,baaŕanta,,auto,
Barbat́i,4,Barbati,,auto,
báŕiir,4,baaŕiir,,auto,
bariśt́hah,4,barishthah,,auto,
bariśt́ham,4,barishtham,,auto,
Baŕo,4,Baŕo,,auto,
báro,4,baaro,,auto,
bároiyárii,4,baaroiyaarii,,auto,
Bároyárii,4,Baaroyaarii,,auto,
barśer,4,barsher,,auto,
Baŕua,4,Baŕua,,auto,
Baŕuá,4,Baŕuaa,,auto,
básá,4,baasaa,,auto,
báshiir,4,baashiir,,auto,
Básite,4,Baasite,,auto,
bat́abiija,4,batabiija,,auto,
bat́án,4,bataan,,auto,
bataviija-sámányavadanekabatashaktirekaeva,4,bataviija-saamaanyavadanekabatashaktirekaeva,,auto,
Bázár,4,Baazaar,,auto,
bekár,4,bekaar,,auto,
Berábe,4,Beraabe,,auto,
berái,4,beraai,,auto,
betár,4,betaar,,auto,
bhábhútamiidyam,4,bhaabhootamiidyam,,auto,
bhábiyá,4,bhaabiyaa,,auto,
Bhábt́i,4,Bhaabti,,auto,
bhadráni,4,bhadraani,,auto,
Bhádugán,4,Bhaadugaan,,auto,
BHÁGAVATA,4,BHaaGAVATA,,auto,
bhágavate,4,bhaagavate,,auto,
bhagcáśi,4,bhagchaashi,,auto,
Bhahameváhamiti,4,Bhahamevaahamiti,,auto,
bháilá,4,bhaailaa,,auto,
bhajabár,4,bhajabaar,,auto,
bhajámyahaḿ,4,bhajaamyaham,,auto,
bhakśayennityaḿ,4,bhakshaayennityam,,auto,
Bhaktiránandarúpa,4,Bhaktiraanandaroopa,,auto,
Bhaktiránandarupáca,4,Bhaktiraanandarupaacha,,auto,
Bhaktiránandarúpáca,4,Bhaktiraanandaroopaacha,,auto,
Bhaktirándarúpá,4,Bhaktiraandaroopaa,,auto,
Bhaktirbhagavatosevá,4,Bhaktirbhagavatosevaa,,auto,
bhániamanubháti,4,bhaaniamanubhaati,,auto,
bháńt́á,4,bhaańtaa,,auto,
bhántámanubháti,4,bhaantaamanubhaati,,auto,
bhańti,4,bhańti,,auto,
Bhará,4,Bharaa,,auto,
bhárańa,4,bhaarańa,,auto,
Bhárat,4,Bhaarat,,auto,
Bháratvarser,4,Bhaaratvarser,,auto,
bhárii,4,bhaarii,,auto,
Bhartá,4,Bhartaa,,auto,
Bhásayate,4,Bhaasayate,,auto,
bháśiye,4,bhaashiye,,auto,
bhasmabhúsańa,4,bhasmabhoosańa,,auto,
bhasmiibhúta,4,bhasmiibhoota,,auto,
Bhat́t́a,4,Bhatta,,auto,
Bhává,4,Bhaavaa,,auto,
Bhavábdhikarńadhárakam,4,Bhavaabdhikarńadhaarakam,,auto,
bhávábhávakaraḿ,4,bhaavaabhaavakaram,,auto,
bhavadbhaviśyaditi,4,bhavadbhavishyaditi,,auto,
Bhávagráhyamaniid́ákhyaḿ,4,Bhaavagraahyamaniidaakhyam,,auto,
Bhávakendrasthitah,4,Bhaavakendrasthitah,,auto,
bhavámbodhipotaḿ,4,bhavaambodhipotam,,auto,
Bhávana,4,Bhaavana,,auto,
bhávanátashcittapra-sádanam,4,bhaavanaatashchittapra-saadanam,,auto,
Bhávanátashcittaprasádanam,4,Bhaavanaatashchittaprasaadanam,,auto,
bhavanirváńá,4,bhavanirvaańaa,,auto,
Bhávasagar,4,Bhaavasagar,,auto,
bhavato'yaddhyánena,4,bhavato'yaddhyaanena,,auto,
bhavatyetávaddhyanushásanam,4,bhavatyetaavaddhyanushaasanam,,auto,
bháve,4,bhaave,,auto,
bhávet,4,bhaavet,,auto,
bhávo,4,bhaavo,,auto,
Bhayárttináshakárakam,4,Bhayaarttinaashakaarakam,,auto,
bheḿgechi,4,bhemgechi,,auto,
Bheuṋge,4,Bheuṋge,,auto,
Bhicákashiiti,4,Bhichaakashiiti,,auto,
Bhiisáhasmádagniscandrashca,4,Bhiisaahasmaadagnischandrashcha,,auto,
bhiisańa,4,bhiisańa,,auto,
bhiiśańam,4,bhiishańam,,auto,
bhiisáńamiti,4,bhiisaańamiti,,auto,
bhiiśanamiti,4,bhiishanamiti,,auto,
bhiiśasmádagnishcendrashca,4,bhiishasmaadagnishchendrashcha,,auto,
Bhiiśásmádváyupavate,4,Bhiishaasmaadvaayupavate,,auto,
bhiiśo'deti,4,bhiisho'deti,,auto,
bhiiśodetisúryah,4,bhiishodetisooryah,,auto,
bhiiśosmád,4,bhiishosmaad,,auto,
Bhikśu,4,Bhikshau,,auto,
bhishcá,4,bhishchaa,,auto,
Bhogyabháva,4,Bhogyabhaava,,auto,
bhokábhogashca,4,bhokaabhogashcha,,auto,
Bhoktábhava,4,Bhoktaabhava,,auto,
bhoktetyáhurmaniiśanah,4,bhoktetyaahurmaniishanah,,auto,
Bhoktrbháva,4,Bhoktrbhaava,,auto,
bhrájate,4,bhraajate,,auto,
Bhrámariitárá,4,Bhraamariitaaraa,,auto,
bhránti,4,bhraanti,,auto,
bhrántidarshana,4,bhraantidarshana,,auto,
bhuddhirtámitah,4,bhuddhirtaamitah,,auto,
bhúdhara,4,bhoodhara,,auto,
Bhúdhare,4,Bhoodhare,,auto,
Bhúh,4,Bhooh,,auto,
bhuiṋjiithámá,4,bhuiṋjiithaamaa,,auto,
Bhujauṋgásana,4,Bhujauṋgaasana,,auto,
bhuktabhogámajo'nyah,4,bhuktabhogaamajo'nyah,,auto,
Bhuktabhogámajo'nyah,4,Bhuktabhogaamajo'nyah,,auto,
bhúktvácchekya,4,bhooktvaacchekya,,auto,
bhúmadrśt́i,4,bhoomadrshti,,auto,
Bhúmámánas,4,Bhoomaamaanas,,auto,
Bhúmámánasa,4,Bhoomaamaanasa,,auto,
bhúmańd́ale,4,bhoomańdale,,auto,
bhumirápo,4,bhumiraapo,,auto,
bhúr-bhuvah-svah,4,bhoor-bhuvah-svah,,auto,
bhurvácak,4,bhurvaachak,,auto,
bhúśańa,4,bhooshańa,,auto,
Bhútam,4,Bhootam,,auto,
bhutánám,4,bhutaanaam,,auto,
Bhutáni,4,Bhutaani,,auto,
Bhútáni,4,Bhootaani,,auto,
bhútániátmaevábhúdvijánatah,4,bhootaaniaatmaevaabhoodvijaanatah,,auto,
bhútániindriyáni,4,bhootaaniindriyaani,,auto,
Bhútavidya,4,Bhootavidya,,auto,
bhútáymá,4,bhootaaymaa,,auto,
bhutesú,4,bhutesoo,,auto,
bhútesu,4,bhootesu,,auto,
Bhúteśu,4,Bhooteshu,,auto,
bhuvanamávivesha,4,bhuvanamaavivesha,,auto,
bhuvanasyásya,4,bhuvanasyaasya,,auto,
bhuvanásyásyá,4,bhuvanaasyaasyaa,,auto,
bhuvanasyáya,4,bhuvanasyaaya,,auto,
Bhúvar,4,Bhoovar,,auto,
bhuyáiva,4,bhuyaaiva,,auto,
bhuyánnaciketa,4,bhuyaannachiketa,,auto,
bhuyánnaciketah,4,bhuyaannachiketah,,auto,
Bhuyashánte,4,Bhuyashaante,,auto,
bhúyastattvasya,4,bhooyastattvasya,,auto,
biddyaláya,4,biddyalaaya,,auto,
Biijaḿ,4,Biijam,,auto,
biijatalá,4,biijatalaa,,auto,
biijátmaka,4,biijaatmaka,,auto,
Bilvapuśkarińii,4,Bilvapushkarińii,,auto,
bimbaḿ,4,bimbam,,auto,
bimuttamánáso,4,bimuttamaanaaso,,auto,
biphalá,4,biphalaa,,auto,
Biŕis,4,Biŕis,,auto,
Boddhámánas,4,Boddhaamaanas,,auto,
Bodhakriyá,4,Bodhakriyaa,,auto,
bodhasatthá,4,bodhasatthaa,,auto,
bojháno,4,bojhaano,,auto,
Bombái,4,Bombaai,,auto,
Boŕá,4,Boŕaa,,auto,
Brahamajiṋána,4,Brahamajnyaaana,,auto,
Brahmá-ic,4,Brahmaa-ic,,auto,
Brahma-Sádhaka,4,Brahma-Saadhaka,,auto,
Brahma-sádhaná,4,Brahma-saadhanaa,,auto,
Brahmábháva,4,Brahmaabhaava,,auto,
Brahmabhávaná,4,Brahmabhaavanaa,,auto,
brahmacaraḿ,4,brahmacharam,,auto,
Brahmacaryáparigraháh,4,Brahmacharyaaparigrahaah,,auto,
brahmacátmaná,4,brahmachaatmanaa,,auto,
Brahmakrpáhi,4,Brahmakrpaahi,,auto,
Brahmamúlam,4,Brahmamoolam,,auto,
Brahmańáhútam,4,Brahmańaahootam,,auto,
Brahmáńaḿ,4,Brahmaańam,,auto,
Bráhmańas,4,Braahmańas,,auto,
brahmańdekiikrtya,4,brahmańdekiikrtya,,auto,
brahmańi,4,brahmańi,,auto,
brahmaparaḿ,4,brahmaparam,,auto,
brahmaparamaḿyáti,4,brahmaparamamyaati,,auto,
Brahmasádhaná,4,Brahmasaadhanaa,,auto,
Brahmástra,4,Brahmaastra,,auto,
